num_corre,ano_ocu,dia_ocu,hora_ocu,g_hora,g_hora_5,mes_ocu,dia_sem_ocu,mupio_ocu,depto_ocu,zona_ocu,sexo_per,edad_per,g_edad_80ymas,g_edad_60ymas,edad_quinquenales,estado_con,mayor_menor,tipo_veh,marca_veh,color_veh,modelo_veh,g_modelo_veh,tipo_eve
4879,2017,19,19,4,3,7,3,901,9,99,9,999,16,12,18,9,9,99,999,99,9999,6,5
4880,2017,20,18,4,3,7,4,1108,11,99,9,999,16,12,18,9,9,1,999,4,9999,6,5
4881,2017,21,8,2,1,7,5,101,1,1,1,35,6,6,8,1,1,4,6,3,2006,4,5
4882,2017,21,8,2,1,7,5,101,1,5,1,22,3,3,5,1,1,4,6,3,2017,5,5
4883,2017,21,18,4,3,7,5,101,1,7,1,28,4,4,6,1,1,10,28,2,9999,6,5
4884,2017,21,8,2,1,7,5,117,1,99,1,23,3,3,5,1,1,4,27,5,2016,5,5
4885,2017,21,14,3,2,7,5,2212,22,99,1,53,9,9,11,1,1,3,999,99,9999,6,5
4886,2017,22,23,4,3,7,6,117,1,99,1,34,5,5,7,2,1,4,64,5,2016,5,5
4887,2017,22,15,3,2,7,6,501,5,99,1,45,8,8,10,1,1,6,19,7,1998,3,5
4888,2017,22,21,4,3,7,6,602,6,99,9,999,16,12,18,9,9,99,999,99,9999,6,5
4889,2017,22,20,4,3,7,6,1107,11,99,9,999,16,12,18,9,9,99,999,99,9999,6,5
4890,2017,22,21,4,3,7,6,1601,16,99,9,999,16,12,18,9,9,3,69,6,1996,3,5
4891,2017,22,0,1,1,7,6,308,3,99,1,24,3,3,5,1,1,4,76,1,2016,5,5
4892,2017,23,6,2,1,7,7,111,1,99,9,999,16,12,18,9,9,1,999,99,9999,6,5
4893,2017,23,23,4,3,7,7,113,1,99,1,20,3,3,5,9,1,12,30,1,9999,6,5
4894,2017,23,21,4,3,7,7,117,1,99,1,15,2,2,4,9,2,4,27,3,9999,6,5
4895,2017,23,17,3,2,7,7,603,6,99,1,48,8,8,10,9,1,2,15,2,1981,2,5
4896,2017,23,0,1,1,7,7,1615,16,99,9,999,16,12,18,9,1,3,69,6,9999,6,5
4897,2017,23,3,1,1,7,7,1602,16,99,9,999,16,12,18,9,1,99,999,99,9999,6,5
4898,2017,23,21,4,3,7,7,1803,18,99,1,34,5,5,7,9,1,4,999,5,9999,6,5
4899,2017,23,21,4,3,7,7,1701,17,99,9,999,16,12,18,9,9,1,999,99,9999,6,5
4900,2017,23,22,4,3,7,7,1413,14,99,1,17,2,2,4,9,2,4,27,1,9999,6,5
4901,2017,23,15,3,2,7,7,701,7,99,1,66,12,11,14,9,1,1,48,3,9999,6,5
4902,2017,23,6,2,1,7,7,308,3,99,9,999,16,12,18,9,9,1,999,99,9999,6,5
4903,2017,24,16,3,2,7,1,101,1,9,1,27,4,4,6,9,1,1,69,1,9999,6,5
4904,2017,24,14,3,2,7,1,117,1,99,1,60,11,11,13,1,1,2,27,4,2013,5,5
4905,2017,24,10,2,1,7,1,2002,20,99,9,999,16,12,18,9,9,99,999,99,9999,6,5
4906,2017,24,23,4,3,7,1,1401,14,99,1,35,6,6,8,9,1,7,999,4,9999,6,5
4907,2017,24,8,2,1,7,1,701,7,99,1,23,3,3,5,9,1,3,56,11,2001,4,5
4908,2017,25,1,1,1,7,2,101,1,1,1,37,6,6,8,9,1,4,67,1,2007,4,5
4909,2017,25,7,2,1,7,2,117,1,99,9,999,16,12,18,9,9,99,999,99,9999,6,5
4910,2017,25,21,4,3,7,2,507,5,99,9,999,16,12,18,9,9,4,999,99,9999,6,5
4911,2017,25,19,4,3,7,2,608,6,99,9,999,16,12,18,9,9,4,999,99,9999,6,5
4912,2017,25,21,4,3,7,2,1701,17,99,9,999,16,12,18,9,9,1,999,99,9999,6,5
4913,2017,25,22,4,3,7,2,701,7,99,9,999,16,12,18,9,9,1,999,99,9999,6,5
4914,2017,25,3,1,1,7,2,101,1,5,9,999,16,12,18,9,9,1,999,99,9999,6,5
4915,2017,25,1,1,1,7,2,101,1,11,9,999,16,12,18,9,9,6,999,99,9999,6,5
4916,2017,25,21,4,3,7,2,602,6,99,9,999,16,12,18,9,9,1,999,99,9999,6,5
4917,2017,25,21,4,3,7,2,1101,11,99,9,999,16,12,18,9,9,1,999,99,9999,6,5
4918,2017,26,0,1,1,7,3,2001,20,99,1,28,4,4,6,1,1,4,27,2,2017,5,5
4919,2017,26,22,4,3,7,3,1103,11,99,9,999,16,12,18,9,9,99,999,99,9999,6,5
4920,2017,27,17,3,2,7,4,1202,12,99,1,27,4,4,6,1,1,1,27,1,2003,4,5
4921,2017,27,17,3,2,7,4,207,2,99,9,999,16,12,18,9,9,9,999,99,9999,6,5
4922,2017,27,15,3,2,7,4,1402,14,99,1,29,4,4,6,1,1,9,69,4,2017,5,5
4923,2017,27,22,4,3,7,4,101,1,7,9,999,16,12,18,9,9,1,999,99,9999,6,5
4924,2017,28,7,2,1,7,5,101,1,8,1,21,3,3,5,9,1,4,1,1,9999,6,5
4925,2017,28,14,3,2,7,5,606,6,99,1,45,8,8,10,9,1,14,6,1,2016,5,5
4926,2017,28,17,3,2,7,5,608,6,99,1,34,5,5,7,1,1,3,48,11,1995,3,5
4927,2017,28,16,3,2,7,5,306,3,99,9,999,16,12,18,9,9,99,999,99,9999,6,5
4928,2017,29,15,3,2,7,6,101,1,18,1,16,2,2,4,9,2,4,6,1,2014,5,5
4929,2017,29,20,4,3,7,6,104,1,99,1,34,5,5,7,2,1,4,67,1,2006,4,5
4930,2017,29,8,2,1,7,6,117,1,99,1,25,4,4,6,9,1,4,67,5,9999,6,5
4931,2017,29,22,4,3,7,6,117,1,99,1,22,3,3,5,9,1,12,50,1,9999,6,5
4932,2017,29,1,1,1,7,6,501,5,99,9,999,16,12,18,9,9,99,999,99,9999,6,5
4933,2017,29,20,4,3,7,6,1406,14,99,1,46,8,8,10,1,1,5,30,6,2002,4,5
4934,2017,29,14,3,2,7,6,401,4,99,1,999,16,12,18,9,1,3,69,2,9999,6,5
4935,2017,29,15,3,2,7,6,401,4,99,1,42,7,7,9,9,1,3,48,1,9999,6,5
4936,2017,29,12,3,2,7,6,301,3,99,9,999,16,12,18,9,9,99,999,99,9999,6,5
4937,2017,30,21,4,3,7,7,2201,22,99,1,25,4,4,6,2,1,4,67,3,2012,5,5
4938,2017,30,19,4,3,7,7,1903,19,99,1,40,7,7,9,2,1,6,19,8,1998,3,5
4939,2017,30,1,1,1,7,7,514,5,99,9,999,16,12,18,9,9,99,999,99,9999,6,5
4940,2017,30,23,4,3,7,7,509,5,99,9,999,16,12,18,9,9,99,999,99,9999,6,5
4941,2017,30,21,4,3,7,7,602,6,99,1,54,9,9,11,1,1,9,69,4,2010,5,5
4942,2017,30,17,3,2,7,7,401,4,99,1,35,6,6,8,2,1,1,999,99,9999,6,5
4943,2017,30,20,4,3,7,7,401,4,99,1,24,3,3,5,2,1,4,76,5,9999,6,5
4944,2017,30,20,4,3,7,7,314,3,99,9,999,16,12,18,9,9,99,999,99,9999,6,5
4945,2017,31,22,4,3,7,1,101,1,18,1,20,3,3,5,9,1,4,151,5,2007,4,5
4946,2017,31,12,3,2,7,1,101,1,18,1,29,4,4,6,9,1,4,32,1,2007,4,5
4947,2017,31,17,3,2,7,1,111,1,99,1,22,3,3,5,1,1,4,67,99,9999,6,5
4948,2017,31,20,4,3,7,1,1101,11,99,9,999,16,12,18,9,9,1,999,99,9999,6,5
4949,2017,31,7,2,1,7,1,401,4,99,1,30,5,5,7,9,1,12,999,99,9999,6,5
4950,2017,31,0,1,1,7,1,304,3,99,9,999,16,12,18,9,9,99,999,99,9999,6,5
4951,2017,1,1,1,1,8,2,109,1,99,1,20,3,3,5,9,1,4,6,1,2017,5,1
4952,2017,1,1,1,1,8,2,109,1,99,1,25,4,4,6,9,1,4,6,5,2013,5,1
4953,2017,1,1,1,1,8,2,109,1,99,1,20,3,3,5,9,1,4,27,99,9999,6,2
4954,2017,1,9,2,1,8,2,113,1,99,1,24,3,3,5,1,1,5,41,3,2011,5,1
4955,2017,1,9,2,1,8,2,113,1,99,1,36,6,6,8,9,1,4,999,4,2017,5,1
4956,2017,1,17,3,2,8,2,1107,11,99,1,28,4,4,6,9,1,11,9,2,9999,6,1
4957,2017,1,17,3,2,8,2,1107,11,99,1,24,3,3,5,9,1,4,27,5,9999,6,1
4958,2017,1,21,4,3,8,2,1320,13,99,1,29,4,4,6,9,1,3,69,1,9999,6,1
4959,2017,1,21,4,3,8,2,1320,13,99,1,26,4,4,6,9,1,4,18,99,2015,5,1
4960,2017,1,19,4,3,8,2,205,2,99,1,48,8,8,10,1,1,3,52,3,2009,4,1
4961,2017,1,19,4,3,8,2,205,2,99,1,20,3,3,5,9,1,14,6,1,9999,6,1
4962,2017,1,6,2,1,8,2,1714,17,99,1,24,3,3,5,9,1,1,56,5,2015,5,1
4963,2017,1,6,2,1,8,2,1714,17,99,1,34,5,5,7,9,1,1,48,1,2016,5,1
4964,2017,2,13,3,2,8,3,101,1,1,1,53,9,9,11,1,1,1,52,1,1997,3,1
4965,2017,2,13,3,2,8,3,101,1,1,1,31,5,5,7,9,1,4,67,5,2012,5,1
4966,2017,2,8,2,1,8,3,108,1,99,1,45,8,8,10,9,1,4,32,5,2011,5,1
4967,2017,2,8,2,1,8,3,108,1,99,1,42,7,7,9,9,1,9,48,6,2004,4,1
4968,2017,2,20,4,3,8,3,101,1,21,1,32,5,5,7,9,1,1,27,2,2003,4,1
4969,2017,2,20,4,3,8,3,101,1,21,1,17,2,2,4,9,2,4,67,5,2009,4,1
4970,2017,2,2,1,1,8,3,109,1,99,1,70,13,11,15,9,1,1,69,4,1991,3,2
4971,2017,2,0,1,1,8,3,901,9,99,1,31,5,5,7,2,1,2,10,4,1995,3,1
4972,2017,2,0,1,1,8,3,901,9,99,9,999,16,12,18,9,9,3,69,5,9999,6,1
4973,2017,2,0,1,1,8,3,901,9,99,9,999,16,12,18,9,9,1,56,7,1993,3,1
4974,2017,2,23,4,3,8,3,1301,13,99,1,26,4,4,6,2,1,1,48,6,9999,6,1
4975,2017,2,23,4,3,8,3,1301,13,99,1,26,4,4,6,1,1,1,41,99,9999,6,1
4976,2017,2,17,3,2,8,3,406,4,99,1,40,7,7,9,1,1,3,69,6,9999,6,3
4977,2017,3,0,1,1,8,4,101,1,9,1,37,6,6,8,1,1,3,10,11,1997,3,1
4978,2017,3,0,1,1,8,4,101,1,9,1,25,4,4,6,9,1,1,27,5,9999,6,1
4979,2017,3,11,2,1,8,4,101,1,12,1,34,5,5,7,9,1,4,67,5,9999,6,2
4980,2017,3,21,4,3,8,4,1907,19,99,1,62,11,11,13,9,1,4,999,99,9999,6,2
4981,2017,3,18,4,3,8,4,511,5,99,1,25,4,4,6,9,1,4,6,1,9999,6,2
4982,2017,3,1,1,1,8,4,504,5,99,1,25,4,4,6,9,1,5,999,2,9999,6,2
4983,2017,3,9,2,1,8,4,1101,11,99,2,38,6,6,8,1,1,1,69,99,2011,5,1
4984,2017,3,9,2,1,8,4,1101,11,99,1,41,7,7,9,1,1,4,67,99,2007,4,1
4985,2017,4,6,2,1,8,5,101,1,6,2,26,4,4,6,9,1,2,28,7,9999,6,1
4986,2017,4,6,2,1,8,5,101,1,6,1,24,3,3,5,9,1,4,53,3,9999,6,1
4987,2017,4,19,4,3,8,5,101,1,11,1,21,3,3,5,9,1,4,32,17,9999,6,1
4988,2017,4,19,4,3,8,5,101,1,11,1,31,5,5,7,9,1,1,8,2,2007,4,1
4989,2017,4,3,1,1,8,5,112,1,99,1,21,3,3,5,9,1,1,48,2,2008,4,1
4990,2017,4,3,1,1,8,5,112,1,99,1,38,6,6,8,9,1,4,6,5,9999,6,1
4991,2017,4,19,4,3,8,5,2106,21,99,1,44,7,7,9,1,1,3,69,3,1980,2,1
4992,2017,4,19,4,3,8,5,2106,21,99,1,21,3,3,5,2,1,4,6,4,2010,5,1
4993,2017,4,11,2,1,8,5,1904,19,99,9,999,16,12,18,9,9,6,19,11,1995,3,2
4994,2017,4,22,4,3,8,5,1902,19,99,9,999,16,12,18,9,9,99,999,99,9999,6,1
4995,2017,4,22,4,3,8,5,1902,19,99,1,47,8,8,10,9,1,4,67,1,9999,6,1
4996,2017,4,23,4,3,8,5,1606,16,99,1,24,3,3,5,9,1,4,67,5,9999,6,4
4997,2017,4,2,1,1,8,5,314,3,99,1,41,7,7,9,9,1,3,69,3,9999,6,1
4998,2017,4,2,1,1,8,5,314,3,99,1,25,4,4,6,9,1,1,69,2,9999,6,1
4999,2017,5,11,2,1,8,6,1501,15,99,1,29,4,4,6,9,1,3,31,99,9999,6,3
5000,2017,5,20,4,3,8,6,1501,15,99,1,21,3,3,5,2,1,4,999,99,9999,6,1
5001,2017,5,20,4,3,8,6,1501,15,99,1,31,5,5,7,1,1,4,999,99,9999,6,1
5002,2017,5,6,2,1,8,6,704,7,99,9,999,16,12,18,9,9,2,27,3,9999,6,4
5003,2017,5,19,4,3,8,6,401,4,99,1,31,5,5,7,2,1,1,999,99,9999,6,1
5004,2017,5,19,4,3,8,6,401,4,99,1,18,2,2,4,9,1,4,999,99,9999,6,1
5005,2017,6,0,1,1,8,7,2103,21,99,1,31,5,5,7,2,1,3,69,2,1992,3,2
5006,2017,6,20,4,3,8,7,2009,20,99,1,22,3,3,5,2,1,4,67,4,9999,6,1
5007,2017,6,20,4,3,8,7,2009,20,99,1,18,2,2,4,2,1,4,27,9,9999,6,1
5008,2017,6,20,4,3,8,7,2009,20,99,9,999,16,12,18,9,9,3,999,99,9999,6,1
5009,2017,6,1,1,1,8,7,1901,19,99,1,31,5,5,7,1,1,1,48,2,2010,5,1
5010,2017,6,1,1,1,8,7,1901,19,99,1,29,4,4,6,1,1,3,56,9,9999,6,1
5011,2017,6,7,2,1,8,7,1904,19,99,1,31,5,5,7,1,1,6,30,2,9999,6,1
5012,2017,6,7,2,1,8,7,1904,19,99,1,55,10,10,12,1,1,3,56,3,1986,2,1
5013,2017,6,21,4,3,8,7,503,5,99,9,999,16,12,18,9,9,6,999,99,9999,6,1
5014,2017,6,21,4,3,8,7,503,5,99,1,32,5,5,7,9,1,4,67,1,9999,6,1
5015,2017,6,19,4,3,8,7,503,5,99,1,22,3,3,5,9,1,12,30,7,9999,6,1
5016,2017,6,19,4,3,8,7,503,5,99,1,21,3,3,5,9,1,14,6,1,2016,5,1
5017,2017,7,7,2,1,8,1,2201,22,99,1,18,2,2,4,9,1,4,999,99,9999,6,1
5018,2017,7,7,2,1,8,1,2201,22,99,1,21,3,3,5,9,1,5,999,99,9999,6,1
5019,2017,7,21,4,3,8,1,505,5,99,1,21,3,3,5,2,1,4,64,5,2016,5,4
5020,2017,7,19,4,3,8,1,501,5,99,1,45,8,8,10,2,1,4,72,5,2011,5,2
5021,2017,7,17,3,2,8,1,601,6,99,1,32,5,5,7,1,1,3,999,4,9999,6,1
5022,2017,7,17,3,2,8,1,601,6,99,1,49,8,8,10,1,1,2,41,2,9999,6,1
5023,2017,7,19,4,3,8,1,705,7,99,1,24,3,3,5,1,1,5,26,2,1999,3,1
5024,2017,7,19,4,3,8,1,705,7,99,1,50,9,9,11,1,1,2,69,4,2004,4,1
5025,2017,7,3,1,1,8,1,101,1,4,1,999,16,12,18,1,1,4,32,5,9999,6,2
5026,2017,7,0,1,1,8,1,106,1,99,2,999,16,12,18,1,1,4,32,1,9999,6,1
5027,2017,7,0,1,1,8,1,106,1,99,1,22,3,3,5,2,1,4,67,4,9999,6,1
5028,2017,7,20,4,3,8,1,101,1,9,2,44,7,7,9,1,1,1,41,4,2014,5,1
5029,2017,7,20,4,3,8,1,101,1,9,1,45,8,8,10,1,1,4,67,5,9999,6,1
5030,2017,8,19,4,3,8,2,2217,22,99,1,49,8,8,10,1,1,3,56,99,9999,6,1
5031,2017,8,19,4,3,8,2,2217,22,99,2,999,16,12,18,1,1,4,999,99,9999,6,1
5032,2017,8,21,4,3,8,2,207,2,99,1,38,6,6,8,2,1,1,69,1,1993,3,1
5033,2017,8,21,4,3,8,2,207,2,99,1,41,7,7,9,1,1,9,69,4,2017,5,1
5034,2017,8,13,3,2,8,2,101,1,4,1,42,7,7,9,1,1,1,69,6,2007,4,1
5035,2017,8,13,3,2,8,2,101,1,4,1,45,8,8,10,1,1,4,999,5,9999,6,1
5036,2017,8,23,4,3,8,2,1601,16,99,2,24,3,3,5,1,1,4,999,2,9999,6,1
5037,2017,8,23,4,3,8,2,1601,16,99,1,25,4,4,6,1,1,4,77,5,9999,6,1
5038,2017,9,22,4,3,8,3,101,1,1,1,39,6,6,8,1,1,1,28,2,9999,6,1
5039,2017,9,22,4,3,8,3,101,1,1,1,34,5,5,7,1,1,4,67,2,9999,6,1
5040,2017,9,10,2,1,8,3,2001,20,99,1,40,7,7,9,1,1,6,999,2,9999,6,3
5041,2017,9,17,3,2,8,3,506,5,99,1,35,6,6,8,1,1,6,19,5,9999,6,1
5042,2017,9,17,3,2,8,3,506,5,99,1,21,3,3,5,1,1,4,27,1,9999,6,1
5043,2017,9,11,2,1,8,3,1012,10,99,1,18,2,2,4,1,1,14,6,1,2013,5,1
5044,2017,9,11,2,1,8,3,1012,10,99,1,34,5,5,7,1,1,14,6,1,2013,5,1
5045,2017,9,1,1,1,8,3,1801,18,99,1,46,8,8,10,1,1,5,56,3,9999,6,2
5046,2017,10,15,3,2,8,4,108,1,99,2,36,6,6,8,9,1,1,48,4,2012,5,1
5047,2017,10,15,3,2,8,4,108,1,99,1,31,5,5,7,9,1,4,67,1,9999,6,1
5048,2017,10,20,4,3,8,4,107,1,99,2,26,4,4,6,9,1,1,10,5,2017,5,1
5049,2017,10,20,4,3,8,4,107,1,99,1,25,4,4,6,9,1,4,18,5,2016,5,1
5050,2017,10,9,2,1,8,4,101,1,12,2,34,5,5,7,9,1,4,28,5,2012,5,1
5051,2017,10,9,2,1,8,4,101,1,12,2,999,16,12,18,9,1,1,69,99,2008,4,1
5052,2017,10,8,2,1,8,4,1013,10,99,1,25,4,4,6,1,1,4,67,5,9999,6,1
5053,2017,10,8,2,1,8,4,1013,10,99,9,999,16,12,18,9,1,1,69,11,1987,2,1
5054,2017,10,20,4,3,8,4,2001,20,99,1,30,5,5,7,2,1,4,63,1,9999,6,2
5055,2017,10,18,4,3,8,4,1905,19,99,1,62,11,11,13,2,1,1,48,1,2007,4,1
5056,2017,10,18,4,3,8,4,1905,19,99,2,26,4,4,6,1,1,4,27,4,2008,4,1
5057,2017,10,0,1,1,8,4,1705,17,99,1,33,5,5,7,2,1,4,999,99,9999,6,4
5058,2017,11,1,1,1,8,5,101,1,1,1,49,8,8,10,1,1,1,48,4,2006,4,1
5059,2017,11,1,1,1,8,5,101,1,1,1,34,5,5,7,9,1,4,32,5,9999,6,1
5060,2017,11,1,1,1,8,5,101,1,16,1,28,4,4,6,9,1,1,999,3,2001,4,2
5061,2017,11,3,1,1,8,5,110,1,99,1,35,6,6,8,1,1,1,69,2,2012,5,1
5062,2017,11,3,1,1,8,5,110,1,99,9,999,16,12,18,9,9,1,52,4,9999,6,1
5063,2017,11,3,1,1,8,5,111,1,99,1,45,8,8,10,2,1,1,999,10,1989,2,1
5064,2017,11,3,1,1,8,5,111,1,99,1,32,5,5,7,1,1,4,32,5,2013,5,1
5065,2017,11,4,1,1,8,5,111,1,99,1,21,3,3,5,9,1,1,52,4,9999,6,2
5066,2017,11,17,3,2,8,5,113,1,99,1,20,3,3,5,1,1,2,69,9,9999,6,1
5067,2017,11,17,3,2,8,5,113,1,99,2,22,3,3,5,1,1,4,32,99,9999,6,1
5068,2017,11,17,3,2,8,5,501,5,99,1,36,6,6,8,9,1,6,30,1,2007,4,1
5069,2017,11,17,3,2,8,5,501,5,99,1,30,5,5,7,9,1,1,52,2,9999,6,1
5070,2017,11,10,2,1,8,5,1107,11,99,9,999,16,12,18,9,9,4,999,99,9999,6,1
5071,2017,11,10,2,1,8,5,1107,11,99,1,28,4,4,6,9,1,4,999,99,9999,6,1
5072,2017,11,17,3,2,8,5,1312,13,99,9,999,16,12,18,9,9,3,999,99,9999,6,3
5073,2017,11,15,3,2,8,5,208,2,99,1,50,9,9,11,2,1,3,56,2,1993,3,1
5074,2017,11,15,3,2,8,5,208,2,99,9,999,16,12,18,9,9,2,52,2,9999,6,1
5075,2017,11,18,4,3,8,5,301,3,99,1,35,6,6,8,1,1,1,48,7,2002,4,1
5076,2017,11,18,4,3,8,5,301,3,99,1,24,3,3,5,1,1,4,6,5,9999,6,1
5077,2017,12,15,3,2,8,6,101,1,3,2,37,6,6,8,1,1,1,48,1,2011,5,1
5078,2017,12,15,3,2,8,6,101,1,3,1,19,2,2,4,1,1,4,6,5,9999,6,1
5079,2017,12,15,3,2,8,6,101,1,5,1,19,2,2,4,1,1,4,999,1,9999,6,1
5080,2017,12,15,3,2,8,6,101,1,5,1,33,5,5,7,1,1,3,56,2,2012,5,1
5081,2017,12,8,2,1,8,6,2215,22,99,1,32,5,5,7,1,1,6,19,2,9999,6,1
5082,2017,12,8,2,1,8,6,2215,22,99,1,32,5,5,7,1,1,3,69,2,9999,6,1
5083,2017,12,13,3,2,8,6,1227,12,99,1,32,5,5,7,1,1,2,27,9,9999,6,1
5084,2017,12,13,3,2,8,6,1227,12,99,1,34,5,5,7,1,1,9,69,3,9999,6,1
5085,2017,12,13,3,2,8,6,513,5,99,9,999,16,12,18,9,9,99,999,99,9999,6,1
5086,2017,12,13,3,2,8,6,513,5,99,1,19,2,2,4,1,1,4,999,99,9999,6,1
5087,2017,12,4,1,1,8,6,101,1,1,9,999,16,12,18,9,9,99,999,99,9999,6,1
5088,2017,12,4,1,1,8,6,101,1,1,1,50,9,9,11,9,1,4,6,99,9999,6,1
5089,2017,12,22,4,3,8,6,112,1,99,1,30,5,5,7,9,1,1,52,99,9999,6,4
5090,2017,12,19,4,3,8,6,2206,22,99,1,25,4,4,6,1,1,4,6,5,9999,6,2
5091,2017,12,17,3,2,8,6,2001,20,99,1,40,7,7,9,1,1,3,9,2,9999,6,1
5092,2017,12,17,3,2,8,6,2001,20,99,1,22,3,3,5,1,1,4,32,1,9999,6,1
5093,2017,12,23,4,3,8,6,1002,10,99,1,32,5,5,7,1,1,4,27,2,9999,6,2
5094,2017,12,0,1,1,8,6,1801,18,99,1,18,2,2,4,1,1,4,67,4,2016,5,1
5095,2017,12,0,1,1,8,6,1801,18,99,1,19,2,2,4,1,1,4,67,2,2017,5,1
5096,2017,13,18,4,3,8,7,101,1,18,1,30,5,5,7,9,1,1,41,4,9999,6,1
5097,2017,13,18,4,3,8,7,101,1,18,1,25,4,4,6,9,1,4,32,5,2014,5,1
5098,2017,13,1,1,1,8,7,101,1,10,1,27,4,4,6,9,1,1,8,5,9999,6,1
5099,2017,13,1,1,1,8,7,101,1,10,1,27,4,4,6,9,1,4,100,1,9999,6,1
5100,2017,13,18,4,3,8,7,101,1,19,1,43,7,7,9,9,1,12,7,1,9999,6,1
5101,2017,13,18,4,3,8,7,101,1,19,1,24,3,3,5,9,1,4,27,5,9999,6,1
5102,2017,13,1,1,1,8,7,101,1,1,2,25,4,4,6,9,1,4,3,14,9999,6,2
5103,2017,13,4,1,1,8,7,101,1,18,2,25,4,4,6,9,1,4,3,99,9999,6,1
5104,2017,13,4,1,1,8,7,101,1,18,9,999,16,12,18,9,9,12,999,99,9999,6,1
5105,2017,13,20,4,3,8,7,101,1,6,1,22,3,3,5,9,1,4,27,1,9999,6,2
5106,2017,13,2,1,1,8,7,101,1,21,1,20,3,3,5,9,1,4,3,1,9999,6,2
5107,2017,13,0,1,1,8,7,101,1,2,1,36,6,6,8,9,1,4,64,99,9999,6,2
5108,2017,13,3,1,1,8,7,101,1,11,1,22,3,3,5,9,1,4,25,5,9999,6,2
5109,2017,13,3,1,1,8,7,111,1,99,1,21,3,3,5,9,1,4,67,4,2010,5,1
5110,2017,13,3,1,1,8,7,111,1,99,1,20,3,3,5,9,1,2,999,99,9999,6,1
5111,2017,13,14,3,2,8,7,2104,21,99,9,999,16,12,18,9,9,2,69,5,9999,6,2
5112,2017,13,0,1,1,8,7,2001,20,99,1,20,3,3,5,9,1,4,67,99,9999,6,2
5113,2017,13,18,4,3,8,7,512,5,99,1,999,16,12,18,9,1,4,999,99,9999,6,1
5114,2017,13,0,1,1,8,7,1001,10,99,1,26,4,4,6,9,1,4,67,3,2013,5,2
5115,2017,13,20,4,3,8,7,917,9,99,1,45,8,8,10,9,1,4,6,9,9999,6,1
5116,2017,13,20,4,3,8,7,917,9,99,9,999,16,12,18,9,9,2,28,5,9999,6,1
5117,2017,13,16,3,2,8,7,1202,12,99,1,18,2,2,4,9,1,9,999,2,9999,6,1
5118,2017,13,16,3,2,8,7,1202,12,99,9,999,16,12,18,9,9,3,48,5,1987,2,1
5119,2017,13,1,1,1,8,7,1302,13,99,9,999,16,12,18,9,9,12,50,2,1990,3,1
5120,2017,13,1,1,1,8,7,1302,13,99,9,999,16,12,18,9,9,1,27,3,9999,6,1
5121,2017,13,1,1,1,8,7,207,2,99,1,33,5,5,7,9,1,14,59,7,9999,6,1
5122,2017,13,1,1,1,8,7,207,2,99,1,24,3,3,5,9,1,4,999,5,9999,6,1
5123,2017,13,12,3,2,8,7,1703,17,99,1,52,9,9,11,9,1,4,27,4,9999,6,2
5124,2017,13,8,2,1,8,7,305,3,99,1,24,3,3,5,9,1,4,32,4,9999,6,2
5125,2017,14,15,3,2,8,1,101,1,5,1,27,4,4,6,9,1,1,9,1,9999,6,1
5126,2017,14,15,3,2,8,1,101,1,5,9,999,16,12,18,9,9,1,52,4,9999,6,1
5127,2017,14,18,4,3,8,1,117,1,99,1,25,4,4,6,1,1,1,52,6,1997,3,1
5128,2017,14,18,4,3,8,1,117,1,99,1,24,3,3,5,1,1,4,64,1,2015,5,1
5129,2017,14,8,2,1,8,1,1601,16,99,2,64,11,11,13,1,1,12,23,7,2002,4,1
5130,2017,14,8,2,1,8,1,1601,16,99,1,46,8,8,10,1,1,9,69,6,2007,4,1
5131,2017,14,8,2,1,8,1,1601,16,99,1,26,4,4,6,1,1,1,69,11,1996,3,1
5132,2017,14,18,4,3,8,1,1501,15,99,1,19,2,2,4,2,1,4,67,1,9999,6,1
5133,2017,14,18,4,3,8,1,1501,15,99,1,36,6,6,8,1,1,1,56,4,2006,4,1
5134,2017,14,20,4,3,8,1,1508,15,99,2,57,10,10,12,9,1,9,11,99,9999,6,1
5135,2017,14,20,4,3,8,1,1508,15,99,1,30,5,5,7,9,1,4,67,99,9999,6,1
5136,2017,14,20,4,3,8,1,206,2,99,1,29,4,4,6,9,1,1,69,6,9999,6,2
5137,2017,14,15,3,2,8,1,1416,14,99,1,62,11,11,13,1,1,2,13,4,1999,3,1
5138,2017,14,15,3,2,8,1,1416,14,99,1,17,2,2,4,9,2,4,6,1,9999,6,1
5139,2017,15,17,3,2,8,2,1411,14,99,1,22,3,3,5,9,1,14,6,1,9999,6,3
5140,2017,15,19,4,3,8,2,1109,11,99,1,32,5,5,7,1,1,3,52,4,2015,5,1
5141,2017,15,19,4,3,8,2,1109,11,99,1,19,2,2,4,1,1,4,999,1,2009,4,1
5142,2017,15,7,2,1,8,2,1616,16,99,1,30,5,5,7,1,1,3,69,4,9999,6,1
5143,2017,15,7,2,1,8,2,1616,16,99,1,26,4,4,6,1,1,4,67,99,9999,6,1
5144,2017,15,11,2,1,8,2,202,2,99,1,24,3,3,5,1,1,4,67,3,9999,6,4
5145,2017,15,20,4,3,8,2,410,4,99,2,29,4,4,6,1,1,1,69,4,2017,5,1
5146,2017,15,20,4,3,8,2,410,4,99,1,20,3,3,5,1,1,1,27,4,9999,6,1
5147,2017,15,20,4,3,8,2,101,1,16,1,29,4,4,6,1,1,12,999,99,9999,6,1
